SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,11-00430023,3/16/2011,Front,,Boarded,REAR SIDE OPEN,Vacant,FALSE,TRUE,7004,S,PARNELL,AVE,60621,1173829.488,1858464.852,6,7,68,41.76703678,-87.63840067,"(41.767036782354, -87.63840066756)"
Vacant/Abandoned Building,11-00427723,3/16/2011,Front,,Boarded,,Vacant,FALSE,FALSE,1639,W,78TH,ST,60620,1166663.719,1852985.958,17,6,71,41.75215782,-87.6648222,"(41.752157818912, -87.664822200969)"
Vacant/Abandoned Building,11-00431366,3/16/2011,Front,,Boarded,SIDE DR AND GARAGE,Vacant,FALSE,TRUE,12432,S,LOWE,AVE,60628,1174236.248,1822439.335,34,5,53,41.66816866,-87.63797623,"(41.668168658032, -87.637976229384)"
Vacant/Abandoned Building,11-00429610,3/16/2011,Front,,Boarded,BSMT,Vacant,FALSE,TRUE,8337,S,GREEN,ST,60620,1172085.24,1849566.204,21,6,71,41.74265625,-87.64505497,"(41.742656251297, -87.645054973751)"
Vacant/Abandoned Building,11-00427996,3/16/2011,Rear,,Open,DOOR,Vacant,FALSE,,824,N,LAWNDALE,AVE,60651,1151568.819,1905247.307,27,11,23,41.89587855,-87.71876898,"(41.895878545627, -87.718768982817)"
Vacant/Abandoned Building,11-00434379,3/16/2011,Front,,Open,,Vacant,FALSE,TRUE,4337,N,LEAVITT,ST,60618,1160913.094,1928771.515,47,19,5,41.96024174,-87.68379489,"(41.960241735051, -87.683794890992)"
Vacant/Abandoned Building,11-00434518,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,4019,W,VAN BUREN,ST,60624,1149665.457,1897720.881,24,11,26,41.87526242,-87.72595533,"(41.875262415119, -87.725955327689)"
Vacant/Abandoned Building,11-00430944,3/16/2011,Rear,,Open,REAR,Vacant,TRUE,TRUE,4724,W,ERIE,ST,60644,1144712.849,1903894.534,28,11,25,41.89229838,-87.74398387,"(41.892298383403, -87.743983868212)"
Vacant/Abandoned Building,11-00430016,3/16/2011,,,,,,,,4945,W,FERDINAND,ST,60644,1143306.011,1902878.179,28,15,25,41.88953578,-87.74917607,"(41.889535784705, -87.749176067222)"
Vacant/Abandoned Building,11-00428038,3/16/2011,Front,,Open,REAR,Vacant,FALSE,FALSE,545,W,61ST,PL,60621,1173529.198,1864130.651,20,7,68,41.78259104,-87.63933376,"(41.782591035847, -87.639333761166)"
Vacant/Abandoned Building,11-00433972,3/16/2011,Front,,Open,BOTH BACK AND FRONT,Vacant,FALSE,TRUE,1355,S,SPRINGFIELD,AVE,60623,1150596.357,1893390.265,24,10,29,41.86336058,-87.72265052,"(41.863360579128, -87.722650523018)"
Vacant/Abandoned Building,11-00429879,3/16/2011,Front,,Open,FRONT,Vacant,FALSE,TRUE,5700,W,SUPERIOR,ST,60644,1138193.396,1904427.05,29,15,25,41.89388006,-87.76791454,"(41.89388005742, -87.767914541711)"
Vacant/Abandoned Building,11-00432102,3/16/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,10744,S,CHAMPLAIN,AVE,60628,1182512.519,1833842.182,9,5,50,41.69927242,-87.60733538,"(41.699272415004, -87.607335377012)"
Vacant/Abandoned Building,11-00432490,3/16/2011,Front,,Open,,Vacant,FALSE,FALSE,6423,S,HAMILTON,AVE,60636,1163134.141,1862030.56,15,7,67,41.77705201,-87.67750389,"(41.777052013888, -87.677503889469)"
Vacant/Abandoned Building,11-00423934,3/15/2011,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,10526,S,SAWYER,AVE,60655,1156543.904,1834543.893,19,22,74,41.70175941,-87.70240249,"(41.701759406362, -87.702402491001)"
Vacant/Abandoned Building,11-00424260,3/15/2011,,,,,,,,5817,S,LAFLIN,ST,60636,1167333.967,1866068.564,16,7,67,41.78804387,-87.66199181,"(41.788043873785, -87.661991811494)"
Vacant/Abandoned Building,11-00424293,3/15/2011,,,,,,,,2447,W,LUNT,AVE,60645,1158738.862,1946385.141,50,24,2,42.00861923,-87.69130301,"(42.008619232083, -87.691303005146)"
Vacant/Abandoned Building,11-00422404,3/15/2011,,,,,,,,821,N,FRANCISCO,AVE,60622,1156902.51,1905384.314,26,13,24,41.896148,-87.69917568,"(41.89614799694, -87.6991756815)"
Vacant/Abandoned Building,11-00420508,3/15/2011,Garage,,Open,FRONT,Vacant,FALSE,FALSE,7006,S,MARSHFIELD,AVE,60636,1166552.99,1858250.27,17,7,67,41.76660617,-87.66507811,"(41.766606172239, -87.66507811478)"
Vacant/Abandoned Building,11-00421569,3/15/2011,,,,,,,,2439,N,LINDER,AVE,60639,1139305.86,1915676.713,30,25,19,41.92473025,-87.76355431,"(41.92473024884, -87.763554309544)"
Vacant/Abandoned Building,11-00419378,3/15/2011,Front,,Open,,Vacant,FALSE,FALSE,5941,S,ELIZABETH,ST,60636,1169005.769,1865378.798,16,7,67,41.78611509,-87.65588191,"(41.786115089455, -87.655881905729)"
Vacant/Abandoned Building,11-00422182,3/15/2011,,,Open,FRONT/REAR,Vacant,,,9529,S,YATES,AVE,60617,1194079.86,1842225.915,7,4,51,41.72200284,-87.56470762,"(41.72200284096, -87.564707623813)"
Vacant/Abandoned Building,11-00421255,3/15/2011,,,,,,,,1032,N,WALLER,AVE,60651,1138165.753,1906311.273,29,15,25,41.8990511,-87.76797047,"(41.899051101034, -87.767970465264)"
Vacant/Abandoned Building,11-00424885,3/15/2011,Front,,Open,NOT BORADED UP AT ALL,Vacant,TRUE,FALSE,9300,S,LA SALLE,ST,60620,1176914.439,1843292.636,21,6,49,41.72533343,-87.62754927,"(41.725333428647, -87.627549274377)"
Vacant/Abandoned Building,11-00421043,3/15/2011,,,,,,,,4312,W,JACKSON,BLVD,60624,1147688.85,1898337.919,28,11,26,41.87699379,-87.73319687,"(41.876993793282, -87.733196870432)"
Vacant/Abandoned Building,11-00425114,3/15/2011,Front,,Open,REAR,Vacant,FALSE,FALSE,6503,S,RHODES,AVE,60637,1181019.547,1862014.703,20,3,42,41.77661549,-87.61193724,"(41.776615494837, -87.611937243492)"
Vacant/Abandoned Building,11-00420990,3/15/2011,,,,,,,,1324,S,KEELER,AVE,60623,1148594.961,1893547.925,24,10,29,41.86383205,-87.72999349,"(41.86383204859, -87.729993488174)"
Vacant/Abandoned Building,11-00426753,3/15/2011,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,704,N,CHRISTIANA,AVE,60624,1153917.083,1904493.047,27,11,23,41.8937623,-87.71016439,"(41.893762302193, -87.710164386153)"
Vacant/Abandoned Building,11-00421251,3/15/2011,,,,,,,,936,N,TRUMBULL,AVE,60651,1153205.455,1906024.679,27,11,23,41.8979794,-87.71273728,"(41.897979402881, -87.712737282032)"
Vacant/Abandoned Building,11-00425383,3/15/2011,Front,,Open,THE WINDOWS,Vacant,FALSE,FALSE,7106,S,CARPENTER,ST,60621,1170542.327,1857696.617,17,7,68,41.7650009,-87.65047178,"(41.765000897317, -87.650471783192)"
Vacant/Abandoned Building,11-00425069,3/15/2011,Front,,Open,BUSTED DOWN DOOR,Vacant,FALSE,TRUE,3643,W,DIVERSEY,AVE,60647,1151508.06,1918370.781,35,25,22,41.93189175,-87.71864669,"(41.931891754309, -87.718646692078)"
Vacant/Abandoned Building,11-00421610,3/15/2011,,,,,,,,4228,W,GLADYS,AVE,60624,1148259.271,1898019.05,28,11,26,41.87610782,-87.73111065,"(41.876107815909, -87.731110649459)"
Vacant/Abandoned Building,11-00422601,3/15/2011,,,,,,,,2335,W,MAYPOLE,AVE,60612,1160688.02,1900943.07,2,13,28,41.88388322,-87.68539542,"(41.883883221794, -87.685395415528)"
Vacant/Abandoned Building,11-00426608,3/15/2011,Front,,Open,BOARD RMVD FROM FRONT DOOR AGAIN,Vacant,FALSE,TRUE,1029,N,AVERS,AVE,60651,1150530.594,1906591.242,27,11,23,41.89958678,-87.72254705,"(41.899586783467, -87.72254704689)"
Vacant/Abandoned Building,11-00423584,3/15/2011,Rear,,Open,BACK DOOR N IS OCCUPIED FOR SCUATTERS,Vacant,TRUE,TRUE,6229,S,ROCKWELL,ST,60629,1160109.509,1863255.733,15,8,66,41.78047682,-87.68855851,"(41.780476823248, -87.688558508921)"
Vacant/Abandoned Building,11-00421099,3/15/2011,Front,,Open,OPEN IN THE REAR AND ON THE SIDE,Vacant,FALSE,TRUE,4153,W,FIFTH,AVE,60624,1148735.406,1896483.539,24,11,26,41.87188502,-87.7294021,"(41.871885014998, -87.729402100886)"
Vacant/Abandoned Building,11-00421449,3/15/2011,,,,,,,,4246,W,MONROE,ST,60624,1148094.966,1899322.853,28,11,26,41.87968876,-87.73168037,"(41.879688763049, -87.731680367865)"
Vacant/Abandoned Building,11-00421097,3/15/2011,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,632,S,KEDVALE,AVE,60624,1148825.639,1896700.335,24,11,26,41.87247819,-87.72906521,"(41.872478185807, -87.729065213829)"
Vacant/Abandoned Building,11-00421289,3/15/2011,,,,,,,,3520,W,LEXINGTON,ST,60624,1153026.658,1896475.885,24,11,27,41.87178008,-87.71364725,"(41.871780078019, -87.713647250801)"
Vacant/Abandoned Building,11-00421141,3/15/2011,,,,,,,,532,N,LONG,AVE,60644,1140235.097,1902948.862,37,15,25,41.88978656,-87.76045218,"(41.889786564094, -87.760452180613)"
Vacant/Abandoned Building,11-00419726,3/15/2011,,,,,,,,2015,E,82ND,ST,60617,1191111.17,1851002.428,8,4,46,41.74615865,-87.57529815,"(41.746158647579, -87.575298147726)"
Vacant/Abandoned Building,11-00424439,3/15/2011,,,,,,,,4423,N,SEELEY,AVE,60625,1161776.15,1929367.095,47,19,4,41.96185804,-87.68060521,"(41.961858040054, -87.680605205806)"
Vacant/Abandoned Building,11-00420089,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,6952,S,JUSTINE,ST,60636,1167204.944,1858621.873,17,7,67,41.76761198,-87.66267783,"(41.767611975892, -87.662677829892)"
Vacant/Abandoned Building,11-00420160,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,6608,S,LOOMIS,BLVD,60636,1168132.317,1860931.95,17,7,67,41.77393123,-87.65921223,"(41.773931228942, -87.659212228001)"
Vacant/Abandoned Building,11-00425115,3/15/2011,Front,,Open,,Vacant,FALSE,TRUE,50,E,37TH,ST,60653,1177378.346,1880483.637,3,2,35,41.82737901,-87.62472744,"(41.827379013295, -87.624727441689)"
Vacant/Abandoned Building,11-00424062,3/15/2011,Front,,Open,FRONT AND REAR,Occupied,FALSE,TRUE,6451,S,YALE,AVE,,1175609.776,1862228.727,20,7,68,41.77732562,-87.63176268,"(41.777325618495, -87.631762677323)"
Vacant/Abandoned Building,11-00421215,3/15/2011,,,,,,,,749,N,LATROBE,AVE,60644,1141222.138,1904471.019,28,15,25,41.8939454,-87.75678973,"(41.893945404969, -87.756789725187)"
Vacant/Abandoned Building,11-00422546,3/15/2011,,,,,,,,8119,S,JUSTINE,ST,60620,1167416.706,1850887.555,21,6,71,41.74638342,-87.66212282,"(41.746383419604, -87.662122817374)"
Vacant/Abandoned Building,11-00422040,3/15/2011,,,,,,,,1854,N,MOZART,ST,60647,1157130.459,1912218.684,35,14,22,41.91489746,-87.6981526,"(41.914897459556, -87.698152598407)"
Vacant/Abandoned Building,11-00419457,3/15/2011,Front,,Open,,Vacant,FALSE,TRUE,1036,N,WALLER,AVE,60651,1138164.853,1906338.073,29,15,25,41.89912466,-87.76797312,"(41.899124659801, -87.767973122299)"
Vacant/Abandoned Building,11-00421136,3/15/2011,,,,,,,,3441,W,GRAND,AVE,60651,1153243.611,1906972.861,27,11,23,41.90058055,-87.71257194,"(41.900580548295, -87.712571937169)"
Vacant/Abandoned Building,11-00421683,3/15/2011,Front,,Boarded,REAR BOARD WAS REMOVED,Vacant,FALSE,TRUE,8501,S,MAY,ST,60620,1170136.874,1848428.429,21,6,71,41.73957658,-87.65222681,"(41.739576581992, -87.652226812238)"
Vacant/Abandoned Building,11-00424515,3/15/2011,,,,,,,,9435,S,MICHIGAN,AVE,60619,1178812.475,1842444.565,6,6,49,41.7229633,-87.62062247,"(41.722963298541, -87.62062247153)"
Vacant/Abandoned Building,11-00422939,3/15/2011,Front,,Open,FRONT DOORS/WINDOWS,Vacant,FALSE,TRUE,11538,S,WALLACE,ST,60628,1174379.613,1828227.2,34,5,53,41.68404832,-87.63728043,"(41.684048315933, -87.63728043235)"
Vacant/Abandoned Building,11-00420188,3/15/2011,Garage,,Open,FRONT,Vacant,FALSE,FALSE,6601,S,LAFLIN,ST,60636,1167471.958,1860961.329,17,7,67,41.77402603,-87.66163213,"(41.774026027787, -87.661632133644)"
Vacant/Abandoned Building,11-00421292,3/15/2011,,,,,,,,5652,W,64TH,PL,60638,1139844.889,1861227.886,13,8,64,41.775305,-87.76290265,"(41.775304998696, -87.762902653306)"
Vacant/Abandoned Building,11-00422613,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,5849,S,NORMAL,BLVD,60621,1173965.201,1866011.219,20,7,68,41.78774185,-87.63767947,"(41.787741851456, -87.637679468773)"
Vacant/Abandoned Building,11-00424584,3/15/2011,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,5604,S,JUSTINE,ST,60636,1166964.593,1867562.202,16,7,67,41.7921505,-87.66330348,"(41.792150502191, -87.663303482578)"
Vacant/Abandoned Building,11-00422327,3/15/2011,,,,,,,,4850,S,HERMITAGE,AVE,60609,1165488.54,1872869.518,20,9,61,41.80674585,-87.66856543,"(41.806745853419, -87.668565433269)"
Vacant/Abandoned Building,11-00421219,3/15/2011,,,,,,,,1512,S,KENNETH,AVE,60623,1146966.74,1892255.704,24,10,29,41.86031728,-87.73600367,"(41.860317278057, -87.736003670451)"
Vacant/Abandoned Building,11-00421178,3/15/2011,,,,,,,,920,N,LARAMIE,AVE,60651,1141523.537,1905630.842,37,15,25,41.89712253,-87.75565409,"(41.897122533556, -87.755654088566)"
Vacant/Abandoned Building,11-00426717,3/15/2011,Front,,Open,"FRONT AND THE BACK DOOR, STILL HAS THE KEY HOUSE IS IN FORECLOSURE",Vacant,FALSE,TRUE,3439,W,ADAMS,ST,60624,1153472.115,1898860.818,28,11,27,41.87831575,-87.7119484,"(41.878315752294, -87.711948397335)"
Vacant/Abandoned Building,11-00424482,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,TRUE,5930,S,MICHIGAN,AVE,60637,1178171.991,1865725.244,20,2,40,41.78686267,-87.62226368,"(41.7868626707, -87.622263680019)"
Vacant/Abandoned Building,11-00421019,3/15/2011,,,,,,,,1758,N,MOODY,AVE,60639,1135142.67,1911048.815,29,25,25,41.91210564,-87.77896188,"(41.912105638487, -87.778961879822)"
Vacant/Abandoned Building,11-00421368,3/15/2011,Front,,Open,REAR DOOR,Vacant,FALSE,TRUE,7821,S,HOYNE,AVE,60620,1163721.462,1852774.144,18,6,71,41.7516388,-87.67561025,"(41.751638800826, -87.675610248853)"
Vacant/Abandoned Building,11-00424298,3/15/2011,,,,,,,,4038,W,ARTHINGTON,ST,60624,1149597.461,1895807.79,24,11,26,41.87001399,-87.72625466,"(41.870013993193, -87.726254664539)"
Vacant/Abandoned Building,11-00424039,3/15/2011,Front,,Open,ALL SIDES OPEN,Vacant,FALSE,TRUE,7211,S,EMERALD,AVE,60621,1172591.701,1857057.861,17,7,68,41.76320318,-87.64297904,"(41.763203182275, -87.642979041449)"
Vacant/Abandoned Building,11-00422606,3/15/2011,,,,,,,,2414,S,MICHIGAN,AVE,60616,1177593.574,1888299.283,2,1,33,41.84882086,-87.62370091,"(41.848820858907, -87.623700905848)"
Vacant/Abandoned Building,11-00422826,3/15/2011,,,,,,,,2946,N,NORMANDY,AVE,60634,1131242.808,1918850.874,36,25,18,41.93358372,-87.79310857,"(41.933583724722, -87.793108568252)"
Vacant/Abandoned Building,11-00420562,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,7209,S,MARSHFIELD,AVE,60636,1166589.59,1856904.025,17,7,67,41.76291112,-87.6649823,"(41.762911115888, -87.664982302641)"
Vacant/Abandoned Building,11-00420680,3/15/2011,,,,,,,,3836,W,MAYPOLE,AVE,60624,1150793.791,1900940.981,28,11,26,41.88407674,-87.72172825,"(41.884076735248, -87.721728247956)"
Vacant/Abandoned Building,11-00422498,3/15/2011,,,,,,,,1431,S,KENNETH,AVE,60623,1146950.38,1892792.766,24,10,29,41.86179136,-87.73605001,"(41.861791356526, -87.736050008166)"
Vacant/Abandoned Building,11-00421296,3/15/2011,,,,,,,,3924,W,GLADYS,AVE,60624,1150286.08,1898067.454,28,11,26,41.87620138,-87.72366759,"(41.876201376022, -87.723667588379)"
Vacant/Abandoned Building,11-00420681,3/15/2011,,,,,,,,7000,S,WOODLAWN,AVE,60637,1185612.215,1858844.62,5,3,69,41.76780955,-87.59520068,"(41.767809548045, -87.595200683878)"
Vacant/Abandoned Building,11-00424364,3/15/2011,,,,,,,,444,N,HARDING,AVE,60624,1149978.027,1902721.774,27,11,23,41.88897934,-87.72467746,"(41.888979338489, -87.724677460248)"
Vacant/Abandoned Building,11-00426871,3/15/2011,Front,,Open,BACK DOOR,Vacant,FALSE,TRUE,3345,N,KEDVALE,AVE,60641,1148180.52,1922096.164,30,17,16,41.94217934,-87.73077878,"(41.942179338317, -87.730778781757)"
Vacant/Abandoned Building,11-00419763,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,944,W,73RD,ST,60621,1171179.02,1856426.998,17,7,68,41.76150301,-87.64817519,"(41.761503008398, -87.648175188272)"
Vacant/Abandoned Building,11-00426407,3/15/2011,Front,,Open,,Vacant,FALSE,TRUE,5458,S,ARTESIAN,AVE,60632,1160809.01,1868336.772,14,9,63,41.79440546,-87.68585372,"(41.794405458708, -87.685853719493)"
Vacant/Abandoned Building,11-00421692,3/15/2011,,,,,,,,11405,S,DR MARTIN LUTHER KING JR,DR,60628,1180945.611,1829402.67,9,5,49,41.68712588,-87.61320854,"(41.687125883722, -87.613208544118)"
Vacant/Abandoned Building,11-00422363,3/15/2011,,,,,,,,7409,S,PARNELL,AVE,60621,1173829.34,1855780.191,17,7,68,41.75966975,-87.6384807,"(41.759669752964, -87.638480701477)"
Vacant/Abandoned Building,11-00422039,3/15/2011,,,,,,,,7424,S,DR MARTIN LUTHER KING JR,DR,60619,1180193.271,1855876.823,6,3,69,41.7597915,-87.61515418,"(41.759791496696, -87.615154184807)"
Vacant/Abandoned Building,11-00422368,3/15/2011,,,,,,,,7043,S,HERMITAGE,AVE,60636,1165897.604,1857986.713,17,7,67,41.76589688,-87.66748784,"(41.765896884816, -87.667487839753)"
Vacant/Abandoned Building,11-00424983,3/15/2011,Front,,Open,REAR DOOR,Vacant,FALSE,FALSE,7300,S,LAFAYETTE,AVE,60621,1177094.995,1856600.23,6,7,69,41.76184703,-87.62648749,"(41.761847026781, -87.626487486169)"
Vacant/Abandoned Building,11-00420959,3/15/2011,,,,,,,,231,N,AUSTIN,BLVD,60644,1136341.18,1901003.989,29,15,25,41.88452002,-87.77479906,"(41.88452002397, -87.774799062858)"
Vacant/Abandoned Building,11-00424953,3/15/2011,Rear,,Open,REAR,Vacant,FALSE,TRUE,2956,N,OAKLEY,AVE,60618,1160510.302,1919663.78,1,19,5,41.93525795,-87.68552882,"(41.93525795489, -87.685528824122)"
Vacant/Abandoned Building,11-00422323,3/15/2011,,,,,,,,2243,S,SAWYER,AVE,60623,1155042.757,1888904.509,24,10,30,41.85096321,-87.70644827,"(41.850963209811, -87.706448269001)"
Vacant/Abandoned Building,11-00426517,3/15/2011,Front,,Boarded,,Vacant,TRUE,FALSE,9908,S,EWING,AVE,60617,1202135.663,1839989.184,10,4,52,41.71566392,-87.53527714,"(41.715663919196, -87.535277141164)"
Vacant/Abandoned Building,11-00421335,3/15/2011,,,,,,,,622,N,LARAMIE,AVE,60644,1141584.383,1903645.43,28,15,25,41.8916732,-87.75547972,"(41.891673202827, -87.755479719115)"
Vacant/Abandoned Building,11-00419387,3/15/2011,Front,,Open,,Vacant,FALSE,TRUE,6244,N,WINTHROP,AVE,60660,1167724.703,1941630.766,48,24,77,41.99538347,-87.65837973,"(41.995383468902, -87.658379733807)"
Vacant/Abandoned Building,11-00423929,3/15/2011,Front,,Open,FRONT AND REAR DOORS AND WINDOWS..,Vacant,FALSE,TRUE,7018,S,CARPENTER,ST,60621,1170525.951,1858279.226,17,7,68,41.76660001,-87.65051486,"(41.766600006446, -87.650514856872)"
Vacant/Abandoned Building,11-00424513,3/15/2011,,,,,,,,7031,S,HARPER,AVE,60637,1187598.374,1858684.548,5,3,43,41.76732329,-87.58792571,"(41.767323293044, -87.587925706734)"
Vacant/Abandoned Building,11-00421234,3/15/2011,Front,,Open,,Vacant,FALSE,TRUE,10506,S,LA SALLE,ST,60628,1177134.32,1835285.87,34,5,49,41.70335682,-87.62698446,"(41.703356821411, -87.62698445574)"
Vacant/Abandoned Building,11-00425073,3/15/2011,Front,,Open,FRONT AND REAR DOORS..,Vacant,FALSE,FALSE,727,N,SPRINGFIELD,AVE,60624,1150258.245,1904573.616,27,11,23,41.89405553,-87.72360006,"(41.894055526774, -87.723600056731)"
Vacant/Abandoned Building,11-00421332,3/15/2011,,,,,,,,4720,W,MAYPOLE,AVE,60644,1144874.449,1901045.009,28,11,25,41.88447591,-87.74346231,"(41.884475908519, -87.743462314481)"
Vacant/Abandoned Building,11-00420956,3/15/2011,,,,,,,,5823,W,HURON,ST,60644,1137472.498,1904052.616,29,15,25,41.89286557,-87.77057122,"(41.892865570672, -87.770571221697)"
Vacant/Abandoned Building,11-00422407,3/15/2011,,,,,,,,6046,S,SANGAMON,ST,60621,1171010.889,1864735.388,16,7,68,41.78430591,-87.64854894,"(41.784305908066, -87.648548940363)"
Vacant/Abandoned Building,11-00419779,3/15/2011,Front,,Open,FRONT,Vacant,FALSE,FALSE,7214,S,MORGAN,ST,60621,1170891.624,1856989.091,17,7,68,41.76305174,-87.64921213,"(41.763051740391, -87.649212134948)"
Vacant/Abandoned Building,11-00421608,3/15/2011,,,,,,,,4038,W,MONROE,ST,60624,1149484.396,1899354.922,28,11,26,41.87974992,-87.7265777,"(41.879749922416, -87.726577703937)"
Vacant/Abandoned Building,11-00421822,3/15/2011,,,,,,,,2600,W,CERMAK,RD,60608,1159373.492,1889303.184,28,10,30,41.85196936,-87.69054255,"(41.851969362536, -87.690542553865)"
Vacant/Abandoned Building,11-00425912,3/15/2011,Front,,Open,DOORS AND WINDOWS OPEN/UNSECURED - DRUG DEALERS SQUATTING IN BLDG,Vacant,FALSE,TRUE,6640,S,JUSTINE,ST,60636,1167149.086,1860692.115,17,7,67,41.77329418,-87.66282342,"(41.773294184673, -87.662823415494)"
Vacant/Abandoned Building,11-00422164,3/15/2011,,,,,,,,7746,S,COLES,AVE,60649,1196963.702,1854368.331,7,4,43,41.75525145,-87.5537419,"(41.755251451849, -87.553741897515)"
Vacant/Abandoned Building,11-00419717,3/15/2011,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,12312,S,LOWE,AVE,60628,1174168.41,1823234.89,34,5,53,41.67035329,-87.63820102,"(41.670353294772, -87.638201016169)"
Vacant/Abandoned Building,11-00422854,3/15/2011,,,,,,,,3130,S,LITUANICA,AVE,60608,1170819.616,1884006.3,11,9,60,41.83719145,-87.64868734,"(41.837191452625, -87.648687341508)"
Vacant/Abandoned Building,11-00423010,3/15/2011,Front,,Open,FRONT AND REAR DOOR,Vacant,FALSE,TRUE,6520,S,MARSHFIELD,AVE,60636,1166446.089,1861471.887,15,7,67,41.77544899,-87.66537824,"(41.775448991444, -87.665378240953)"
Vacant/Abandoned Building,11-00417171,3/14/2011,,,,,,,,657,W,116TH,PL,60628,1173917.393,1827824.074,34,5,53,41.68295231,-87.63898436,"(41.682952309993, -87.638984364321)"
Vacant/Abandoned Building,11-00418189,3/14/2011,Front,,Open,REAR,Vacant,FALSE,TRUE,4412,S,PRAIRIE,AVE,60653,1178777.266,1875822.515,3,2,38,41.81455674,-87.61973708,"(41.814556739083, -87.619737080381)"
Vacant/Abandoned Building,11-00412134,3/14/2011,Rear,,Open,REAR DOOR,Vacant,FALSE,TRUE,10714,S,EGGLESTON,AVE,60628,1175186.437,1833858.445,34,22,49,41.69948338,-87.63415959,"(41.699483378044, -87.634159589134)"
Vacant/Abandoned Building,11-00417960,3/14/2011,Front,,Open,FRONT,Vacant,FALSE,TRUE,6218,S,PAULINA,ST,60636,1166074.443,1863464.612,15,7,67,41.7809252,-87.66668402,"(41.78092519742, -87.666684021223)"
Vacant/Abandoned Building,11-00416024,3/14/2011,,,Open,"ONE WINDOW IS OPEN AND THE SIDE DOOR IS OPEN.  HOWEVER, THE PROPERTY IS SECURED AT OTHER LOCATIONS.",Vacant,,TRUE,10411,S,WENTWORTH,AVE,60628,1176792.664,1835873.577,34,5,49,41.70497726,-87.6282179,"(41.704977256258, -87.628217900799)"
Vacant/Abandoned Building,11-00415226,3/14/2011,Rear,,Open,REAR,Vacant,FALSE,TRUE,1724,W,19TH,ST,60608,1165116.889,1890787.332,25,12,31,41.85592209,-87.66942064,"(41.855922091475, -87.669420639808)"
Vacant/Abandoned Building,11-00417196,3/14/2011,,,,,,,,11951,S,WENTWORTH,AVE,60628,1177089.78,1825692.955,9,5,53,41.67703344,-87.6274354,"(41.6770334438, -87.627435404098)"
Vacant/Abandoned Building,11-00412189,3/14/2011,Front,,Open,,Vacant,FALSE,TRUE,6115,S,PEORIA,ST,60621,1171352.677,1864338.695,16,7,68,41.78320986,-87.64730742,"(41.783209861264, -87.647307419898)"
Vacant/Abandoned Building,11-00416070,3/14/2011,Front,,Open,,Vacant,FALSE,FALSE,9417,S,MAY,ST,60620,1170310.143,1842340.373,21,22,73,41.72286632,-87.65176861,"(41.722866324543, -87.65176860911)"
Vacant/Abandoned Building,11-00417398,3/14/2011,Front,,Open,,Vacant,FALSE,TRUE,5719,W,GRACE,ST,60634,1137549.427,1924690.123,38,16,15,41.94949584,-87.7697906,"(41.949495840079, -87.769790602843)"
Vacant/Abandoned Building,11-00417268,3/14/2011,Front,,Boarded,"BASEMENT, OR MAYBE FIRST FLOOR IN REAR",Vacant,FALSE,TRUE,1034,W,20TH,PL,60608,1169857.77,1890331.16,25,12,31,41.85456841,-87.65203262,"(41.854568408266, -87.652032624642)"
