SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,18-03305533,12/7/2018,,,,,,,,4410,S,SHIELDS,AVE,60609,1174712.136,1875650.62,3,9,37,41.81417671,-87.63465349,"(41.814176709026, -87.634653491319)"
Vacant/Abandoned Building,18-03307029,12/7/2018,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,1128,N,SPRINGFIELD,AVE,60651,1150177.849,1907243.721,37,11,23,41.90138413,-87.72382566,"(41.901384134921, -87.723825660922)"
Vacant/Abandoned Building,18-03308373,12/7/2018,Front,,Open,NOT BOARDED AT ALL,Vacant,FALSE,TRUE,5520,W,QUINCY,ST,60644,1139751.523,1898457.595,29,15,25,41.8774708,-87.76233785,"(41.877470800516, -87.762337848114)"
Vacant/Abandoned Building,18-03304548,12/6/2018,Garage,,Open,,Vacant,FALSE,TRUE,108,N,WALLER,AVE,60644,1138144.037,1900226.163,29,15,25,41.88235318,-87.76819743,"(41.882353177908, -87.768197434401)"
Vacant/Abandoned Building,18-03298056,12/6/2018,Front,,Open,,Vacant,FALSE,FALSE,840,N,LEAMINGTON,AVE,60651,1141869.72,1905108.382,37,15,25,41.89568244,-87.75439554,"(41.895682438491, -87.754395539812)"
Vacant/Abandoned Building,18-03298745,12/6/2018,Front,,Open,GATED LOT,Vacant,FALSE,TRUE,5032,S,SEELEY,AVE,60609,1163541.035,1871289.791,15,9,61,41.802452,-87.67575259,"(41.802452004436, -87.675752593206)"
Vacant/Abandoned Building,18-03300859,12/6/2018,Rear,,Open,REAR,Vacant,FALSE,TRUE,7915,S,EMERALD,AVE,60620,1172674.37,1852387.252,17,6,71,41.75038462,-87.64281345,"(41.750384623452, -87.6428134475)"
Vacant/Abandoned Building,18-03302349,12/6/2018,,,,,,,,10657,S,WENTWORTH,AVE,60628,1176838.104,1834200.264,34,5,49,41.70038442,-87.62810168,"(41.700384424432, -87.628101682226)"
Vacant/Abandoned Building,18-03300166,12/6/2018,Front,,Boarded,WINDOWS,Vacant,FALSE,TRUE,7832,S,UNION,AVE,60620,1172995.675,1852802.361,6,6,71,41.75151665,-87.64162381,"(41.75151665467, -87.641623812901)"
Vacant/Abandoned Building,18-03304465,12/6/2018,Front,,Open,FRONT AND REAR,Vacant,TRUE,FALSE,322,S,KOSTNER,AVE,60624,1147110.695,1898088.576,28,11,26,41.87632064,-87.73532609,"(41.876320638968, -87.735326086201)"
Vacant/Abandoned Building,18-03303182,12/6/2018,Front,,Open,,Occupied,FALSE,FALSE,3435,W,71ST,ST,60629,1154694.8,1857319.33,17,8,66,41.76429612,-87.70856805,"(41.764296119614, -87.708568052941)"
Vacant/Abandoned Building,18-03298258,12/6/2018,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,2137,W,ERIE,ST,60612,1162039.209,1904320.908,26,12,24,41.89312419,-87.68033933,"(41.893124189853, -87.680339327297)"
Vacant/Abandoned Building,18-03298101,12/6/2018,Front,,Open,,Vacant,FALSE,FALSE,540,N,LEAMINGTON,AVE,60644,1141936.071,1903083.909,37,15,25,41.89012582,-87.75420203,"(41.890125815808, -87.754202030605)"
Vacant/Abandoned Building,18-03300056,12/6/2018,Front,,Open,FRONT WINDOW,Vacant,FALSE,TRUE,7941,S,UNION,AVE,60620,1173012.147,1852222.14,17,6,71,41.74992409,-87.64158054,"(41.749924089182, -87.641580544644)"
Vacant/Abandoned Building,18-03298870,12/6/2018,Front,,Open,FRONT,Vacant,FALSE,FALSE,4733,W,GLADYS,AVE,60644,1144891.767,1897933.764,28,11,25,41.87593795,-87.74347724,"(41.875937951721, -87.743477241923)"
Vacant/Abandoned Building,18-03303568,12/6/2018,Front,,Boarded,BACK DOOR,Vacant,FALSE,TRUE,4044,W,FIFTH,AVE,60624,1149527.111,1896784.274,24,11,26,41.87269494,-87.7264876,"(41.872694943027, -87.72648759507)"
Vacant/Abandoned Building,18-03300760,12/6/2018,Front,,Boarded,SIDE WINDOWS HAVE LADDER STANDING ON SIDE OF HOME,Vacant,FALSE,TRUE,7822,S,UNION,AVE,60620,1172992.714,1852913.106,6,6,71,41.75182062,-87.6416314,"(41.751820617718, -87.641631401377)"
Vacant/Abandoned Building,18-03302045,12/6/2018,Front,,Open,DOORS AND WINDOWS ARE WIDE OPEN...,Vacant,FALSE,TRUE,8702,S,MARQUETTE,AVE,60617,1195764.32,1847800.75,7,4,46,41.73725923,-87.55835399,"(41.737259233622, -87.558353988428)"
Vacant/Abandoned Building,18-03300111,12/6/2018,Front,,Open,WINDOWS ALL AROUND,Vacant,FALSE,TRUE,7936,S,UNION,AVE,60620,1173011.147,1852255.74,17,6,71,41.75001631,-87.64158322,"(41.750016313938, -87.64158321917)"
Vacant/Abandoned Building,18-03300079,12/6/2018,Front,,Open,REAR DOOR,Vacant,FALSE,TRUE,7936,S,LOWE,AVE,60620,1173345.164,1852263.972,17,6,71,41.75003153,-87.640359,"(41.750031528889, -87.640358995883)"
Vacant/Abandoned Building,18-03298063,12/6/2018,Front,,Open,,Vacant,FALSE,FALSE,710,N,LONG,AVE,60644,1140192.74,1904175.78,37,15,25,41.89315415,-87.76057766,"(41.893154152915, -87.76057766069)"
Vacant/Abandoned Building,18-03298061,12/6/2018,Front,,Open,,Vacant,FALSE,FALSE,3318,W,MONROE,ST,60624,1154294.138,1899342.074,28,11,27,41.87962,-87.70891724,"(41.879619996607, -87.708917236899)"
Vacant/Abandoned Building,18-03300101,12/6/2018,Front,,Open,SIDE REAR DOOR,Vacant,FALSE,TRUE,7815,S,EMERALD,AVE,60620,1172657.744,1852977.387,6,6,71,41.7520044,-87.64285702,"(41.752004395778, -87.642857016572)"
Vacant/Abandoned Building,18-03295800,12/5/2018,Rear,,Open,REAR,Vacant,FALSE,FALSE,7705,S,HALSTED,ST,60620,1172302.818,1853767.704,17,6,71,41.75418094,-87.64413446,"(41.754180935451, -87.644134458201)"
Vacant/Abandoned Building,18-03293123,12/5/2018,Front,,Open,NOT BOARDED AT ALL,Vacant,FALSE,FALSE,7820,S,RHODES,AVE,60619,1181258.832,1853277.749,6,6,69,41.75263488,-87.61132889,"(41.752634882167, -87.611328891573)"
Vacant/Abandoned Building,18-03296094,12/5/2018,Front,,Open,,Vacant,FALSE,FALSE,2901,S,QUINN,ST,60608,1170294.786,1885353.048,11,9,60,41.84089851,-87.65057387,"(41.840898514907, -87.650573870016)"
Vacant/Abandoned Building,18-03292722,12/5/2018,,,,,,,,4655,W,ARTHINGTON,ST,60644,1145472.597,1895623.59,24,11,25,41.86958758,-87.74140311,"(41.869587577668, -87.741403111012)"
Vacant/Abandoned Building,18-03292011,12/5/2018,,,,,,,,5006,S,ELIZABETH,ST,60609,1168837.91,1871583.083,20,9,61,41.80314399,-87.65631821,"(41.803143987256, -87.656318209159)"
Vacant/Abandoned Building,18-03295933,12/5/2018,Front,,Open,BACK AND FRONT,Vacant,FALSE,TRUE,528,E,92ND,PL,60619,1181631.33,1843766.65,9,6,44,41.72652676,-87.6102567,"(41.726526755532, -87.61025670139)"
Vacant/Abandoned Building,18-03290864,12/5/2018,Front,,Open,,Vacant,FALSE,TRUE,7401,S,DOBSON,AVE,60619,1184517.727,1855685.382,8,3,69,41.759166,-87.59931124,"(41.759166000052, -87.599311241684)"
Vacant/Abandoned Building,18-03292723,12/5/2018,,,,,,,,4711,W,WARWICK,AVE,60641,1144322.814,1924513.396,30,17,15,41.94888598,-87.74489672,"(41.948885975405, -87.744896715127)"
Vacant/Abandoned Building,18-03293677,12/5/2018,Front,,Open,,Vacant,FALSE,TRUE,5345,S,ROCKWELL,ST,60632,1159945.528,1869125.712,14,9,63,41.79658822,-87.68899841,"(41.79658821529, -87.688998413157)"
Vacant/Abandoned Building,18-03291676,12/5/2018,Rear,,Boarded,,Vacant,FALSE,FALSE,10706,S,LANGLEY,AVE,60628,1182811.176,1834097.08,9,5,50,41.69996498,-87.60623396,"(41.699964975587, -87.606233957968)"
Vacant/Abandoned Building,18-03295761,12/5/2018,Rear,,Open,REAR,Vacant,FALSE,FALSE,4055,W,MAYPOLE,AVE,60624,1149225.629,1901141.847,28,11,26,41.88465846,-87.72748155,"(41.884658458496, -87.727481549468)"
Vacant/Abandoned Building,18-03296429,12/5/2018,Front,,Open,,Vacant,FALSE,FALSE,5632,S,HONORE,ST,60636,1164980.075,1867328.108,15,7,67,41.79155033,-87.67058702,"(41.791550332096, -87.670587023594)"
Vacant/Abandoned Building,18-03296115,12/5/2018,Front,,Open,FRONT BASEMENT DOOR,Vacant,FALSE,TRUE,2622,W,24TH,ST,60608,1159264.216,1887975.064,12,10,30,41.8483271,-87.69098009,"(41.848327100227, -87.690980086939)"
Vacant/Abandoned Building,18-03297048,12/5/2018,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,9438,S,JUSTINE,ST,60620,1167658.011,1842132.32,21,22,73,41.7223526,-87.66148905,"(41.722352604414, -87.661489045294)"
Vacant/Abandoned Building,18-03294396,12/5/2018,Front,,Open,,Vacant,FALSE,FALSE,2015,W,70TH,ST,60636,1164132.928,1858236.436,17,7,67,41.76661946,-87.67394898,"(41.76661946325, -87.673948983761)"
Vacant/Abandoned Building,18-03287471,12/4/2018,Front,,Open,"BACK AND SIDE BASEMENT DOORS, REAR WINDOWS",Vacant,FALSE,TRUE,6446,S,BELL,AVE,60636,1162512.49,1861861.67,16,8,66,41.77660154,-87.67978756,"(41.776601543805, -87.679787562807)"
Vacant/Abandoned Building,18-03287735,12/4/2018,Garage,,Open,GARAGE,Vacant,FALSE,TRUE,8951,S,UNION,AVE,60620,1173207.373,1845567.415,21,22,71,41.73165834,-87.64106132,"(41.731658337087, -87.641061321672)"
Vacant/Abandoned Building,18-03285936,12/4/2018,Front,,Open,,Vacant,TRUE,FALSE,1844,N,WINCHESTER,AVE,60622,1163066.083,1912290.36,32,14,22,41.91497145,-87.67634385,"(41.914971445028, -87.676343847507)"
Vacant/Abandoned Building,18-03285580,12/4/2018,Front,,Open,ALL DEBRIS STILL LEFT ON SITE AND NEXT DOOR 6047 S KILDARE,Vacant,TRUE,FALSE,6049,S,KILDARE,AVE,60629,1148740.3,1864142.575,13,8,65,41.78313684,-87.7302177,"(41.783136836042, -87.730217695095)"
Vacant/Abandoned Building,18-03283448,12/4/2018,Front,,Open,,Vacant,FALSE,FALSE,11592,S,MICHIGAN,AVE,60628,1178922.606,1827780.231,9,5,53,41.68271984,-87.62066357,"(41.682719840845, -87.620663571127)"
Vacant/Abandoned Building,18-03288637,12/4/2018,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,11713,S,MORGAN,ST,60643,1171763.547,1827147.77,34,5,53,41.68114379,-87.64688851,"(41.681143785119, -87.64688850666)"
Vacant/Abandoned Building,18-03283446,12/4/2018,Front,,Open,,Vacant,FALSE,TRUE,12709,S,UNION,AVE,60628,1173970.842,1820560.174,9,5,53,41.6630178,-87.63900296,"(41.66301779986, -87.639002964151)"
Vacant/Abandoned Building,18-03289517,12/4/2018,Front,,Boarded,,Vacant,TRUE,FALSE,7438,S,PHILLIPS,AVE,60649,1193937.994,1855994.8,7,3,43,41.75978931,-87.56477684,"(41.75978931019, -87.564776838474)"
Vacant/Abandoned Building,18-03287968,12/4/2018,Rear,,Boarded,,Vacant,FALSE,FALSE,6522,S,ASHLAND,AVE,60636,1166792.106,1861467.144,15,7,67,41.77542859,-87.66410991,"(41.775428592271, -87.664109912834)"
Vacant/Abandoned Building,18-03282545,12/4/2018,Front,,Open,BEING USED AS A DUMPING GROUND,Vacant,FALSE,TRUE,7200,S,CAMPBELL,AVE,60629,1160954.591,1856832.654,18,8,66,41.76283355,-87.68563761,"(41.762833550971, -87.685637613127)"
Vacant/Abandoned Building,18-03284748,12/4/2018,Front,,Open,ALL AROUND,Vacant,TRUE,FALSE,4630,S,EVANS,AVE,60653,1182033.01,1874474.74,4,2,38,41.81078353,-87.60783649,"(41.810783528879, -87.607836489846)"
Vacant/Abandoned Building,18-03278198,12/3/2018,Front,,Boarded,,Vacant,TRUE,FALSE,10749,S,EDBROOKE,AVE,60628,1179149.9,1833678.901,9,5,49,41.69890147,-87.61965265,"(41.698901473735, -87.619652646104)"
Vacant/Abandoned Building,18-03276996,12/3/2018,Front,,Open,"FRONT, REAR, WINDOWS",Vacant,FALSE,TRUE,135,W,112TH,ST,60628,1177302.383,1830686.185,34,5,49,41.69073084,-87.62650727,"(41.690730838951, -87.626507272129)"
Vacant/Abandoned Building,18-03275483,12/3/2018,,,,,,,,53,E,103RD,PL,60628,1178564.004,1836364.841,9,5,49,41.70628537,-87.62171664,"(41.706285369307, -87.621716642434)"
Vacant/Abandoned Building,18-03276168,12/3/2018,,,,,,,,11336,S,STATE,ST,60628,1178277.475,1829696.179,34,5,49,41.6879921,-87.6229673,"(41.687992104332, -87.622967300522)"
Vacant/Abandoned Building,18-03274210,12/3/2018,Front,,Open,FRONT,Vacant,FALSE,TRUE,7642,S,DR MARTIN LUTHER KING JR,DR,60619,1180229.833,1854426.914,6,6,69,41.75581195,-87.61506455,"(41.755811953498, -87.615064554536)"
Vacant/Abandoned Building,18-03278660,12/3/2018,Front,,Open,BACK DOOR AND BASEMENT DOOR,Vacant,FALSE,TRUE,3928,W,FILLMORE,ST,60624,1150356.902,1895083.578,24,11,29,41.8680119,-87.72348539,"(41.8680119002, -87.723485393299)"
Vacant/Abandoned Building,18-03277221,12/3/2018,,,,,,,,12023,S,PRINCETON,AVE,60628,1176446.742,1825203.673,34,5,53,41.67570521,-87.62980372,"(41.675705210708, -87.629803723446)"
Vacant/Abandoned Building,18-03281352,12/3/2018,Front,,Open,,Vacant,FALSE,TRUE,1434,S,HARDING,AVE,60623,1150278.56,1892857.948,24,10,29,41.86190604,-87.72383101,"(41.861906035524, -87.723831012096)"
Vacant/Abandoned Building,18-03274619,12/3/2018,Front,,Open,,Vacant,FALSE,FALSE,6550,S,WOLCOTT,AVE,60636,1164803.074,1861564.428,15,7,67,41.7757378,-87.67139875,"(41.775737796064, -87.671398750536)"
Vacant/Abandoned Building,18-03275113,12/3/2018,,,,,,,,7200,S,MORGAN,ST,60621,1170889.024,1857082.891,6,7,68,41.7633092,-87.64921893,"(41.76330919614, -87.649218930183)"
Vacant/Abandoned Building,18-03274148,12/3/2018,Front,,Open,,Vacant,FALSE,TRUE,4117,S,ALBANY,AVE,60632,1156365.152,1877087.039,15,9,58,41.81850805,-87.7019136,"(41.818508054143, -87.701913595124)"
Vacant/Abandoned Building,18-03276156,12/3/2018,Front,,Boarded,,Vacant,TRUE,FALSE,7913,S,WOODLAWN,AVE,,1185588.448,1852709.466,8,4,45,41.75097466,-87.59548068,"(41.75097465996, -87.595480682979)"
Vacant/Abandoned Building,18-03275145,12/3/2018,,,,,,,,727,E,61ST,ST,60637,1182228.22,1864726.965,20,3,42,41.78403029,-87.60742241,"(41.78403028537, -87.607422412569)"
Vacant/Abandoned Building,18-03268697,12/2/2018,Rear,,Open,REAR,Vacant,FALSE,FALSE,2219,S,KEDVALE,AVE,60623,1149178.701,1888844.071,22,10,29,41.85091282,-87.72797233,"(41.850912816899, -87.727972333247)"
Vacant/Abandoned Building,18-03268000,12/2/2018,Rear,,Open,,Vacant,FALSE,FALSE,108,W,113TH,PL,60628,1177488.422,1829696.188,34,5,49,41.68800995,-87.62585594,"(41.688009948738, -87.625855938716)"
Vacant/Abandoned Building,18-03268240,12/2/2018,Front,,Open,,Vacant,FALSE,FALSE,3329,W,VAN BUREN,ST,60624,1154113.717,1897826.728,28,11,27,41.87546533,-87.70962015,"(41.875465331313, -87.709620154733)"
Vacant/Abandoned Building,18-03267647,12/2/2018,Front,,Open,FRONT AND BACK DOORS - WINDOW,Vacant,FALSE,TRUE,7115,S,HOMAN,AVE,60629,1154936,1857164.93,17,8,66,41.76386761,-87.7076881,"(41.763867610826, -87.707688101484)"
Vacant/Abandoned Building,18-03267929,12/2/2018,Front,,Open,FRONT DOOR AND BACK,Vacant,FALSE,TRUE,4626,W,ADAMS,ST,60644,1145531.947,1898722.97,28,11,25,41.87809153,-87.74110671,"(41.878091531043, -87.741106708609)"
Vacant/Abandoned Building,18-03264452,12/1/2018,Front,,Open,,Vacant,FALSE,FALSE,6832,S,LOOMIS,BLVD,60636,1168175.1,1859446.345,17,7,67,41.76985362,-87.65909809,"(41.769853620947, -87.659098087373)"
Vacant/Abandoned Building,18-03265699,12/1/2018,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,536,E,92ND,PL,60619,1181657.03,1843767.35,9,6,44,41.72652808,-87.61016254,"(41.726528083972, -87.610162539011)"
Vacant/Abandoned Building,18-03264968,12/1/2018,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,5240,S,HONORE,ST,60609,1164904.275,1869939.03,16,9,61,41.79871663,-87.67079118,"(41.798716627396, -87.670791180206)"
Vacant/Abandoned Building,18-03265836,12/1/2018,Front,,Open,"SECOND FLOOR WINDOWS, SEWER TOP IS MISSING (KIDS PLAYING IN THE YARD, GARAGE IS WIDE OPEN, SUN ROOM IS OPEN",Vacant,FALSE,TRUE,8219,S,MARQUETTE,AVE,60617,1195598.152,1850994.557,7,4,46,41.7460274,-87.55885746,"(41.746027403263, -87.558857459149)"
Vacant/Abandoned Building,18-03264706,12/1/2018,Rear,,Boarded,NONE,Vacant,FALSE,FALSE,11745,S,LA SALLE,ST,60628,1177367.277,1827065.6,34,5,53,41.68079395,-87.62637847,"(41.68079394987, -87.626378465965)"
Vacant/Abandoned Building,18-03265035,12/1/2018,Rear,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7128,S,CHAMPLAIN,AVE,60619,1181797.59,1857896.99,6,3,69,41.76529814,-87.6092121,"(41.765298138389, -87.609212096131)"
Vacant/Abandoned Building,18-03265045,12/1/2018,Rear,,Open,FRONT AND BACK DOOR,Vacant,FALSE,TRUE,7132,S,CHAMPLAIN,AVE,60619,1181798.29,1857870.09,6,3,69,41.76522431,-87.60921036,"(41.765224305894, -87.609210360479)"
Vacant/Abandoned Building,18-03264979,12/1/2018,Front,,Boarded,FRONT GATE,Vacant,FALSE,FALSE,4247,W,WEST END,AVE,60624,1148048.167,1900635.078,28,11,26,41.88329056,-87.73181844,"(41.883290557025, -87.731818438505)"
Vacant/Abandoned Building,18-03260459,11/30/2018,Rear,,Boarded,BACK DOOR,Vacant,TRUE,TRUE,9105,S,WENTWORTH,AVE,60620,1176547.08,1844580.418,21,6,49,41.72887553,-87.62885631,"(41.728875527323, -87.628856311471)"
Vacant/Abandoned Building,18-03260431,11/30/2018,Front,,Boarded,,Vacant,FALSE,TRUE,839,N,LONG,AVE,60651,1140159.272,1905188.29,37,15,25,41.89593322,-87.76067576,"(41.895933216361, -87.76067576045)"
Vacant/Abandoned Building,18-03259389,11/30/2018,,,,,,,,1743,W,59TH,ST,60636,1165627.75,1865565.652,15,7,67,41.78670021,-87.66826211,"(41.786700208719, -87.668262111484)"
Vacant/Abandoned Building,18-03261358,11/30/2018,Front,,Open,SIDE ENTRY,Vacant,FALSE,TRUE,2000,E,71ST,ST,60649,1190772.752,1858318.895,5,3,43,41.76624383,-87.57630226,"(41.766243831949, -87.576302259141)"
Vacant/Abandoned Building,18-03259906,11/30/2018,Front,,Open,,Vacant,FALSE,TRUE,4846,W,ST PAUL,AVE,60639,1143709.244,1911196.23,37,25,25,41.91235391,-87.7474866,"(41.91235390794, -87.747486600062)"
Vacant/Abandoned Building,18-03260278,11/30/2018,Front,,Open,ALL WINDOWS,Vacant,FALSE,FALSE,2439,W,24TH,ST,60608,1160505.221,1888006.216,25,10,31,41.84838702,-87.68642466,"(41.84838702269, -87.686424655254)"
Vacant/Abandoned Building,18-03258805,11/30/2018,Front,,Open,,Vacant,FALSE,FALSE,49,W,111TH,PL,60628,1177872.838,1831030.479,34,5,49,41.69166277,-87.62440844,"(41.691662767333, -87.624408435411)"
Vacant/Abandoned Building,18-03259444,11/30/2018,Front,,Open,WINDOWS,Vacant,FALSE,FALSE,2725,W,WARREN,BLVD,60612,1158203.48,1900241.914,27,12,27,41.8820103,-87.69453807,"(41.88201029673, -87.694538069821)"
Vacant/Abandoned Building,18-03260660,11/30/2018,Rear,,Open,,Vacant,FALSE,FALSE,28,E,118TH,ST,60628,1178532.118,1826734.181,9,5,53,41.67985818,-87.6221246,"(41.679858178306, -87.622124598842)"
Vacant/Abandoned Building,18-03261357,11/30/2018,Front,,Open,BACKDOOR,Vacant,FALSE,TRUE,6216,S,ELIZABETH,ST,60636,1169041.854,1863556.351,16,7,67,41.7811133,-87.65580225,"(41.781113295212, -87.655802249794)"
Vacant/Abandoned Building,18-03254229,11/29/2018,Front,,Boarded,,Vacant,FALSE,FALSE,1419,S,TRIPP,AVE,60623,1148280.638,1892908.109,24,10,29,41.86208237,-87.73116384,"(41.862082371097, -87.731163838989)"
Vacant/Abandoned Building,18-03254254,11/29/2018,Front,,Boarded,,Vacant,FALSE,FALSE,7530,S,MAY,ST,60620,1169957.5,1854818.22,17,6,71,41.75711493,-87.65269882,"(41.757114925095, -87.652698820064)"
Vacant/Abandoned Building,18-03254255,11/29/2018,Front,,Boarded,,Vacant,FALSE,FALSE,4412,S,SHIELDS,AVE,60609,1174712.736,1875630.02,3,9,37,41.81412017,-87.6346519,"(41.814120167323, -87.634651904836)"
Vacant/Abandoned Building,18-03250535,11/29/2018,Rear,,Open,,Vacant,FALSE,FALSE,5533,S,WOLCOTT,AVE,60636,1164633.98,1867887.648,15,7,67,41.79309309,-87.6718403,"(41.793093094627, -87.671840301208)"
Vacant/Abandoned Building,18-03251170,11/29/2018,Front,,Open,,Vacant,FALSE,FALSE,6519,S,LAFLIN,ST,60636,1167457.037,1861505.032,16,7,67,41.77551834,-87.66167127,"(41.775518338055, -87.661671266204)"
Vacant/Abandoned Building,18-03252464,11/29/2018,Front,,Open,,Vacant,TRUE,FALSE,5437,W,GEORGE,ST,60641,1139504.09,1918743.901,31,25,19,41.93314332,-87.76275091,"(41.933143320502, -87.762750914757)"
Vacant/Abandoned Building,18-03251785,11/29/2018,Front,,Open,,Vacant,FALSE,FALSE,7410,S,MAY,ST,60621,1169935.099,1855675.127,17,7,68,41.75946688,-87.65275607,"(41.759466876031, -87.652756071204)"
Vacant/Abandoned Building,18-03252790,11/29/2018,Front,,Open,FRONT AND BACK,Vacant,,TRUE,8748,S,DORCHESTER,AVE,,1186981.93,1847251.588,8,4,48,41.73596479,-87.59054699,"(41.73596478819, -87.590546989438)"
Vacant/Abandoned Building,18-03254225,11/29/2018,Front,,Boarded,,Vacant,FALSE,FALSE,2918,N,HAMLIN,AVE,60618,1150549.476,1919211.278,30,25,21,41.93421695,-87.72214735,"(41.93421695068, -87.722147349756)"
Vacant/Abandoned Building,18-03251778,11/29/2018,Front,,Open,,Vacant,FALSE,FALSE,7414,S,MAY,ST,60621,1169935.599,1855653.627,17,7,68,41.75940787,-87.65275486,"(41.759407866388, -87.652754862111)"
Vacant/Abandoned Building,18-03253971,11/29/2018,Front,,Open,BACK DOOR AND WINDOWS,Vacant,TRUE,TRUE,333,W,107TH,PL,60628,1176035.59,1833640.584,34,5,49,41.69886658,-87.63105688,"(41.698866577921, -87.631056877669)"
Vacant/Abandoned Building,18-03255574,11/29/2018,Rear,,Boarded,,Vacant,FALSE,TRUE,4652,W,WEST END,AVE,60644,1145696.325,1900580.481,28,11,25,41.88318565,-87.74045603,"(41.883185647332, -87.740456028671)"
Vacant/Abandoned Building,18-03252320,11/29/2018,Front,,Open,,Vacant,FALSE,FALSE,6036,S,LOOMIS,BLVD,60636,1168029.639,1864722.827,16,7,67,41.78433607,-87.65947973,"(41.784336074847, -87.65947973029)"
Vacant/Abandoned Building,18-03253593,11/29/2018,Front,,Open,BACK DOOR,Vacant,FALSE,FALSE,6910,S,KIMBARK,AVE,60637,1185923.58,1859529.542,5,3,69,41.7696817,-87.59403783,"(41.769681697962, -87.594037828395)"
Vacant/Abandoned Building,18-03254271,11/29/2018,Front,,Boarded,,Vacant,FALSE,FALSE,2937,W,40TH,ST,60632,1157428.395,1877976.461,12,9,58,41.82092723,-87.6979891,"(41.820927233234, -87.697989099372)"
Vacant/Abandoned Building,18-03248911,11/28/2018,Front,,Boarded,FRONT AND BACK DOOR,Vacant,FALSE,TRUE,8616,S,EMERALD,AVE,60620,1172710.799,1847792.041,21,6,71,41.73777396,-87.64281508,"(41.737773959582, -87.642815078046)"
Vacant/Abandoned Building,18-03242005,11/28/2018,Front,,Boarded,,Vacant,FALSE,FALSE,7028,S,MERRILL,AVE,60649,1191764.049,1858672.536,5,3,43,41.76719025,-87.5726574,"(41.76719025, -87.572657400025)"
Vacant/Abandoned Building,18-03245332,11/28/2018,Front,,Boarded,,Vacant,TRUE,FALSE,7943,S,JUSTINE,ST,60620,1167386.495,1852001.455,21,6,71,41.74944077,-87.66220168,"(41.749440766046, -87.662201681755)"
Vacant/Abandoned Building,18-03247861,11/28/2018,Front,,Boarded,"FRONT, AND SIDE DOOR",Vacant,FALSE,TRUE,10111,S,EBERHART,AVE,60628,1181360.861,1838031.611,9,5,49,41.71079532,-87.6114236,"(41.710795321367, -87.611423604965)"
Vacant/Abandoned Building,18-03249164,11/28/2018,Front,,Open,FRONT AND REAR,Vacant,FALSE,FALSE,6549,S,JUSTINE,ST,60636,1167132.918,1861294.902,16,7,67,41.77494865,-87.66286546,"(41.774948654177, -87.662865457298)"
